186742
 Atoms. Timestep: 1300
1 -34.6538 19.5291 26.5652
1 -35.8372 18.3472 24.5184
1 -36.7361 17.7485 24.5869
1 -39.2884 17.6523 26.8538
1 -37.4452 17.117 24.23
1 -35.9988 17.2134 25.0439
1 -37.2784 18.4626 25.0533
1 -38.6752 19.2569 25.9631
1 -37.923 16.8452 28.2005
1 -36.4051 14.7875 26.8189
1 -36.9533 16.6178 28.004
1 -37.0085 15.6081 28.1599
1 -37.0321 16.0492 27.1674
1 -37.2996 15.0776 27.2354
1 -36.6173 13.4851 27.2767
1 -35.6214 15.049 28.909
1 -34.6407 15.879 28.5101
1 -36.0986 14.279 27.6416
1 -37.8347 15.8994 28.6711
1 -36.0279 15.7074 27.0225
1 -34.4768 12.697 29.4387
1 -35.73 11.8946 27.6616
1 -37.1169 12.2818 25.5548
1 -37.1836 12.6175 23.6703
1 -37.5036 12.7396 24.6323
1 -35.9528 11.4394 26.7836
1 -35.1154 13.1893 30.0828
1 -36.5175 14.1501 28.8328
1 -34.0917 12.7911 28.2604
1 -33.1337 12.1686 28.48
1 -35.2658 12.0667 29.4701
1 -33.5504 13.1273 29.132
1 -34.7117 11.0911 29.0881
1 -33.7411 10.857 28.859
1 -34.0661 11.903 28.7785
1 -35.9522 11.5615 30.0395
1 -35.4715 12.8863 27.8144
1 -36.4818 11.0575 29.3022
1 -38.3803 11.6613 29.3615
1 -36.5434 11.5378 28.3396
1 -38.6281 12.6177 28.1959
1 -37.1061 11.9196 29.7699
1 -37.4901 13.0174 30.0352
1 -36.8484 13.3864 28.2609
1 -37.2099 10.7598 27.4715
1 -35.7484 10.5373 30.1598
1 -36.3468 12.5142 28.1713
1 -36.2152 10.0824 29.2132
1 -36.6929 11.7967 27.3754
1 -38.5913 11.2394 28.4512
1 -40.1551 10.4027 28.9262
1 -39.0228 11.2704 30.2193
1 -37.9028 12.1394 30.3543
1 -39.598 11.49 29.3959
1 -38.08 11.8533 27.8178
1 -38.1771 11.1217 31.02
1 -39.1689 11.3112 31.2872
1 -38.9838 10.661 29.3776
1 -39.4641 10.081 30.7245
1 -40.4758 11.2448 29.8297
1 -40.5884 10.0628 30.2167
1 -41.4351 10.7084 30.2429
1 -40.4994 9.10373 30.6538
1 -41.1722 10.2861 31.1297
1 -39.9337 10.6702 31.4401
1 -40.9038 9.99356 28.1949
1 -43.1237 11.9438 23.872
1 -43.4078 10.8898 24.775
1 -43.3289 10.2599 23.6298
1 -41.9445 11.5031 25.442
1 -42.9581 12.5661 25.6836
1 -42.4279 12.2204 24.8805
1 -42.9341 11.4747 22.7789
1 -43.0508 13.9597 23.5287
1 -42.8535 14.934 23.0992
1 -43.5376 15.2991 24.4969
1 -42.7715 14.677 24.1836
1 -42.0265 14.0482 23.5772
1 -44.0634 11.725 24.1785
1 -43.8335 11.7468 22.3837
1 -42.6426 10.314 24.3702
1 -41.4553 10.7736 21.2003
1 -43.4367 13.8857 20.2077
1 -46.7424 12.8845 22.3063
1 -42.9549 12.7043 20.5763
1 -40.2473 14.3767 20.4443
1 -42.1014 14.3484 21.9806
1 -39.9116 13.7443 21.4546
1 -41.3866 13.6954 22.2789
1 -40.6954 15.2348 20.9042
1 -40.8112 14.4366 22.6539
1 -40.3863 14.6088 21.6778
1 -42.0088 12.6698 22.2991
1 -40.8496 13.4229 21.2462
1 -40.2186 15.3991 22.2835
1 -41.3314 14.4784 21.3355
1 -42.4574 14.1459 20.3456
1 -45.1282 13.2846 20.419
1 -43.6465 12.5754 21.3193
1 -43.023 11.7388 21.3481
1 -42.8378 13.5688 21.0853
1 -44.6154 12.7427 21.6376
1 -43.6939 13.5655 21.6215
1 -43.1135 14.333 21.9675
1 -44.3715 14.1959 20.4862
1 -42.3334 12.4837 21.3444
1 -44.1913 13.2503 20.7938
1 -40.6924 10.8997 20.5458
1 -41.1164 9.86927 21.4986
1 -40.5343 11.9101 20.8558
1 -39.554 10.9093 19.7301
1 -41.4638 11.5174 19.9729
1 -39.0113 10.6074 20.5692
1 -41.4939 11.7751 21.3728
1 -43.6659 11.187 23.4157
1 -44.4097 12.8512 24.2184
1 -41.9475 10.5199 23.6573
1 -43.8254 12.5612 23.4416
1 -41.9621 11.3898 23.0802
1 -43.5809 10.751 22.4346
1 -42.5463 11.3195 24.4235
1 -41.5113 10.8125 27.6896
1 -40.6126 11.0875 30.818
1 -38.1544 10.0961 29.5643
1 -39.7502 11.9798 30.5028
1 -38.8381 12.3236 30.0011
1 -39.5073 9.86574 29.7128
1 -39.1114 12.2934 29.0207
1 -39.5655 7.79893 24.4996
1 -40.3228 11.0725 26.2363
1 -40.4278 11.6765 23.7199
1 -39.9606 10.8832 24.1785
1 -40.5114 12.4701 24.4872
1 -40.6297 11.6973 25.1702
1 -39.3414 10.5992 26.3388
1 -40.8982 10.7248 25.2628
1 -40.1908 8.5833 24.8867
1 -37.8272 9.29426 26.2481
1 -38.2446 10.1542 25.8255
1 -37.6544 8.74954 25.1926
1 -39.0366 8.35963 25.3348
1 -38.1971 7.79185 25.3218
1 -38.8188 8.93404 24.4517
1 -39.5393 11.5947 28.3794
1 -36.0831 10.9 27.6604
1 -37.2517 12.6287 27.6362
1 -35.7858 13.9214 29.5001
1 -34.3479 13.6928 28.6347
1 -33.9114 14.5275 29.367
1 -34.7743 14.0164 29.5059
1 -36.7571 13.6545 29.7459
1 -36.9465 12.8207 29.2079
1 -35.8585 12.9121 29.4584
1 -37.5014 11.2191 28.3496
1 -38.0439 10.3695 28.4701
1 -36.2982 12.0466 29.1787
1 -38.3006 12.9085 29.3521
1 -37.7499 13.0074 28.5104
1 -36.721 10.5439 28.37
1 -37.9092 11.0155 30.0251
1 -40.0319 12.8565 32.7174
1 -36.8485 10.9451 30.238
1 -35.758 10.1642 28.2713
1 -37.5904 12.0867 28.8917
1 -38.2191 10.2086 24.3401
1 -37.4166 10.6863 29.2083
1 -35.6484 11.3662 28.7793
1 -34.08 11.5539 29.7337
1 -34.7768 12.2733 30.3388
1 -34.9917 11.2165 30.0746
1 -35.7372 12.3687 30.6489
1 -33.1678 11.2646 30.1567
1 -31.6352 11.2911 31.2547
1 -29.4231 10.068 29.2514
1 -32.1507 12.2595 30.9158
1 -34.0512 11.6005 30.7884
1 -33.2882 13.3264 30.1009
1 -33.7933 12.4479 30.1538
1 -35.017 11.1843 27.5419
1 -34.4056 11.0979 26.68
1 -31.1292 10.7881 27.1963
1 -32.8312 8.94963 27.7276
1 -30.1774 10.0933 27.5009
1 -30.62 10.0168 26.5866
1 -31.9523 9.31635 28.1245
1 -31.4286 10.5574 28.2899
1 -30.4714 10.2805 28.4523
1 -32.5162 9.83464 27.1511
1 -31.5145 9.87237 27.3917
1 -31.0378 8.47531 27.8264
1 -31.3566 9.74655 28.9564
1 -33.3239 9.26297 30.625
1 -30.7125 9.2639 27.2867
1 -31.3808 9.28544 26.4581
1 -32.1396 10.9097 26.982
1 -32.1947 10.3196 28.9787
1 -33.2314 10.6219 27.5709
1 -31.8314 15.4987 26.9617
1 -31.0792 13.9074 25.8663
1 -30.19 14.1328 25.2067
1 -30.5432 13.539 26.6381
1 -31.9074 14.8103 27.8241
1 -31.1329 13.2656 28.0722
1 -32.1248 13.3156 29.4751
1 -31.236 13.6906 29.1389
1 -31.3746 16.1534 27.7256
1 -32.3973 10.8092 28.1197
1 -32.0626 8.73528 26.9971
1 -30.7017 9.29486 28.3302
1 -35.1922 10.2819 27.1105
1 -34.0955 11.3421 27.9358
1 -32.9853 6.94012 28.7478
1 -31.4762 7.76118 29.3868
1 -30.7635 5.91869 29.6913
1 -32.0609 6.25792 30.8628
1 -30.1286 7.75961 28.7654
1 -30.4128 10.1889 29.4578
1 -30.686 9.15599 29.4478
1 -31.8813 8.71003 28.9549
1 -29.479 8.06036 29.4831
1 -31.1273 8.27946 26.6431
1 -31.8011 11.6664 28.2248
1 -30.248 8.05157 27.1887
1 -29.9371 8.75373 30.0673
1 -30.6453 7.48638 27.9297
1 -30.9173 8.39207 28.8279
1 -28.5695 7.64457 28.0456
1 -27.39 6.26502 27.679
1 -29.514 6.26019 27.7243
1 -28.2966 4.99213 27.4311
1 -31.6598 5.50389 26.923
1 -31.2184 6.06581 25.1749
1 -31.4539 5.04558 25.6051
1 -32.2472 6.92453 25.7016
1 -33.2962 4.52905 25.313
1 -32.5286 4.03157 25.8243
1 -33.0396 5.22876 26.0338
1 -32.3076 5.95839 25.3697
1 -30.9088 5.65341 26.2156
1 -31.4036 6.53543 26.1426
1 -32.5248 6.06361 26.4014
1 -32.0304 4.33073 24.6697
1 -33.3183 3.65603 24.2842
1 -32.6525 5.15294 24.8223
1 -31.4393 7.23024 24.5787
1 -31.4761 5.2887 24.5536
1 -32.1263 4.82188 26.3309
1 -29.1531 5.57769 27.0378
1 -28.3991 6.28781 27.8283
1 -27.5729 7.4239 27.7284
1 -27.4084 5.40783 27.1206
1 -27.8489 6.8427 26.8297
1 -28.708 7.517 29.1136
1 -29.867 8.71601 28.2864
1 -29.3938 7.47441 30.3221
1 -28.9859 8.62035 28.7845
1 -32.9565 6.3491 30.2464
1 -27.3167 5.40098 28.5516
1 -32.0756 6.88686 31.6599
1 -33.7439 5.8302 30.6098
1 -32.806 6.06172 32.1428
1 -33.919 6.82435 31.1875
1 -36.255 6.2517 30.4392
1 -34.7283 7.13958 30.6699
1 -34.7079 8.22714 31.4972
1 -34.489 8.22745 30.5014
1 -35.4655 7.62534 31.1693
1 -34.2755 7.42009 31.9245
1 -32.7312 5.47898 31.031
1 -34.5301 5.58675 31.2025
1 -35.7498 6.75079 31.5886
1 -35.6596 5.1202 30.8085
1 -35.3459 6.09124 30.8894
1 -34.842 6.58381 32.0363
1 -33.2425 7.2215 31.9589
1 -34.1351 6.02347 32.507
1 -35.1898 6.46088 29.9551
1 -34.1092 5.67759 28.7157
1 -34.024 5.4555 29.6998
1 -34.2733 8.1302 29.2246
1 -35.3864 7.73806 30.1691
1 -34.6544 7.28742 29.6286
1 -34.9441 5.47333 30.1242
1 -33.6302 4.9167 31.0714
1 -33.9997 6.61726 30.0283
1 -33.6672 5.93318 31.6168
1 -32.9449 6.54738 31.2644
1 -31.51 6.91811 30.3297
1 -32.7572 7.3356 30.6574
1 -32.3973 7.76048 28.8505
1 -32.003 7.99495 30.4467
1 -31.5839 5.97934 28.0937
1 -33.0793 8.28371 30.521
1 -34.7044 6.41937 29.0586
1 -33.3029 7.40011 29.5922
1 -33.1148 5.20954 30.1188
1 -33.7566 7.53245 30.4851
1 -33.4332 6.21785 29.2943
1 -33.0277 8.39105 29.3258
1 -32.1709 5.22105 28.4527
1 -32.9351 7.56381 27.4601
1 -31.5587 7.73744 28.2822
1 -32.1331 6.91132 27.5775
1 -32.3002 7.30662 29.7519
1 -33.9749 7.09913 28.8856
1 -31.7351 5.91562 29.9682
1 -30.8508 6.61308 28.3983
1 -31.2514 6.7629 29.3598
1 -33.0256 4.77843 28.8945
1 -32.6006 6.12479 28.2869
1 -31.3781 5.0563 30.3806
1 -32.4249 6.37098 29.3862
1 -32.9258 6.12695 27.328
1 -32.3894 5.35897 29.4329
1 -33.622 6.38525 28.1813
1 -31.9503 6.85016 28.6046
1 -34.8007 10.5045 28.2595
1 -32.8546 12.2519 29.7989
1 -35.1412 13.0371 28.7587
1 -36.7487 12.8238 26.3359
1 -39.0843 14.8685 26.6152
1 -37.8762 12.8478 26.4143
1 -30.5147 21.1798 27.04
1 -29.3015 22.4061 25.4996
1 -31.9788 21.8912 25.7337
1 -32.4936 22.7092 26.9222
1 -31.751 20.2755 27.4458
1 -30.86 20.7847 26.1348
1 -32.5971 22.7278 25.8699
1 -29.04 19.8496 25.5453
1 -29.4639 21.7264 27.0062
1 -33.4602 22.6889 25.3447
1 -32.6664 22.0091 24.33
1 -33.4664 21.6782 25.3359
1 -31.6376 20.993 26.7437
1 -30.4535 18.7201 27.3649
1 -31.6118 21.8702 24.7657
1 -32.0532 19.3836 26.9857
1 -31.9721 18.9338 25.9943
1 -31.6916 20.0712 26.3366
1 -31.2029 18.9088 26.6994
1 -32.5989 19.7524 26.0185
1 -33.5189 20.0299 25.7037
1 -32.5714 20.4464 26.765
1 -32.3757 21.273 27.3753
1 -30.7588 21.9086 23.6495
1 -31.348 21.1069 23.821
1 -31.8264 22.4285 23.9494
1 -30.6589 20.3619 23.6489
1 -29.9102 22.2082 23.1675
1 -30.1092 20.7903 24.3895
1 -30.2332 22.7683 24.0191
1 -27.7989 22.3431 24.649
1 -29.8496 21.7021 24.0388
1 -30.9664 21.8031 26.3875
1 -31.9164 20.7961 28.3028
1 -31.2161 22.5794 27.4801
1 -30.6317 23.2479 26.9596
1 -31.8835 20.8857 25.767
1 -32.519 21.3435 25.0786
1 -31.7517 23.0831 25.3324
1 -30.0009 19.3576 24.6484
1 -29.771 20.6297 25.3331
1 -31.5702 24.4906 26.1693
1 -30.1833 21.0693 28.2482
1 -30.337 23.5917 29.2352
1 -28.9198 22.9304 29.3206
1 -30.1856 24.0308 28.2375
1 -30.585 24.2707 26.364
1 -28.8973 27.2116 25.7566
1 -29.2049 28.616 23.6696
1 -28.6999 27.4343 24.7855
1 -31.3847 27.8479 24.9056
1 -30.1651 26.3173 25.684
1 -31.5815 29.7253 25.0203
1 -28.4843 28.791 24.6747
1 -26.5931 29.0126 25.3866
1 -27.907 28.806 25.5455
1 -27.3362 29.5765 24.9578
1 -27.2602 28.2457 24.1639
1 -28.2255 28.1348 23.6655
1 -27.6989 29.1625 24.0684
1 -28.2078 29.6723 23.3154
1 -27.234 28.1188 25.2315
1 -31.4256 28.9731 25.7652
1 -28.7011 29.466 25.42
1 -30.3683 29.6434 25.1023
1 -30.5308 28.7537 26.1964
1 -30.7208 29.7891 26.1367
1 -29.7014 26.4438 24.7796
1 -29.8194 28.481 24.4846
1 -29.7102 27.5334 24.8647
1 -25.2327 24.5298 22.8989
1 -25.733 23.7576 22.481
1 -26.3358 24.9847 23.6129
1 -24.7045 22.565 26.8507
1 -23.4975 21.8299 28.5736
1 -23.4585 22.5058 27.8238
1 -26.2662 23.4836 26.2864
1 -23.8037 25.203 24.0415
1 -25.5379 23.7909 25.5466
1 -25.055 22.8113 27.9352
1 -23.8504 21.5719 27.2016
1 -24.368 22.0678 27.916
1 -23.3342 21.7078 26.343
1 -24.1371 22.8405 28.5284
1 -24.9091 24.2269 27.9724
1 -25.1415 21.7851 27.3256
1 -25.2884 23.2363 26.352
1 -22.5132 23.8461 25.7652
1 -23.4666 24.0044 24.8032
1 -22.2586 25.0807 25.8414
1 -24.7343 23.1847 25.4522
1 -23.9748 23.1507 27.2443
1 -25.492 24.4528 23.8769
1 -29.3306 27.0363 24.0379
1 -30.4245 26.8217 24.1842
1 -30.6127 27.2708 25.2344
1 -29.5089 25.4882 25.0408
1 -29.8717 27.188 26.1088
1 -29.653 24.4833 25.9875
1 -31.1457 24.325 28.4011
1 -29.9841 24.0473 27.2464
1 -31.6894 22.765 26.3089
1 -33.2736 22.1578 27.2476
1 -32.4654 23.5798 26.4117
1 -32.9075 21.7275 28.1352
1 -31.5375 23.6708 26.8014
1 -31.8674 23.5787 28.5847
1 -31.2258 23.5502 27.7554
1 -28.648 24.1536 27.8138
1 -29.5229 24.7108 27.8571
1 -29.2955 23.4927 28.2489
1 -31.1384 24.4347 24.6278
1 -29.0935 22.3753 27.7458
1 -29.2787 21.398 27.9422
1 -28.4309 22.946 28.2916
1 -28.0345 23.5038 27.3227
1 -29.0665 23.5931 27.0854
1 -31.0958 21.29 28.6214
1 -28.9839 26.9733 31.1562
1 -29.9992 28.7368 32.841
1 -30.1091 26.8193 31.5355
1 -30.5038 27.3047 30.7216
1 -29.1801 27.8534 31.8205
1 -29.6859 25.9493 31.2418
1 -30.2511 28.273 31.1678
1 -30.3088 25.2704 29.3862
1 -29.2443 25.6974 28.5977
1 -29.283 25.6798 29.6973
1 -30.1265 28.0146 32.145
1 -26.2346 28.8231 31.7355
1 -27.2127 27.9044 32.6592
1 -27.2556 28.2115 31.6612
1 -25.9063 26.4991 31.9044
1 -27.8191 27.1943 32.1623
1 -27.0068 26.0322 32.1667
1 -24.0692 30.5063 30.3382
1 -26.7043 27.2536 32.0479
1 -27.1941 26.2387 33.2253
1 -27.9922 26.009 31.9106
1 -27.9128 27.2342 33.1849
1 -28.782 26.6228 32.085
1 -28.1759 26.1593 32.9573
1 -26.1793 26.4412 33.0857
1 -25.9615 27.7188 31.5339
1 -29.1308 30.1728 33.8899
1 -30.1746 31.464 34.4497
1 -30.9852 30.8463 34.7229
1 -29.7525 32.1513 35.1556
1 -29.9189 30.343 33.1077
1 -26.3071 28.7768 32.7594
1 -29.3765 27.1219 32.7311
1 -28.2108 27.8984 31.539
1 -29.538 27.7054 30.7295
1 -30.8809 27.4456 31.7858
1 -30.3789 27.2395 32.7698
1 -31.1359 22.283 28.4436
1 -29.8533 23.5679 26.367
1 -28.1089 20.0697 25.8761
1 -28.0897 18.5431 25.9541
1 -28.5325 19.594 26.6826
1 -28.5392 22.9681 26.3528
1 -30.5771 22.0247 24.6613
1 -29.4284 22.7059 26.7542
1 -27.6899 21.9093 26.5035
1 -29.1879 23.4023 25.6263
1 -32.0395 22.6046 28.8948
1 -32.3588 21.6112 29.0059
1 -31.9964 22.1088 27.9206
1 -29.8989 22.9776 27.6051
1 -29.7596 22.6337 28.8239
1 -28.4579 21.5086 27.0917
1 -30.354 22.1943 27.1235
1 -28.2807 21.7393 28.0585
1 -30.541 23.0952 28.375
1 -32.7676 21.8312 26.3636
1 -32.7437 22.7687 28.1611
1 -30.9282 22.3918 29.4281
1 -32.2127 23.4212 27.5841
1 -31.5026 21.3102 29.5473
1 -33.2167 23.2526 27.374
1 -28.9159 20.4628 26.3371
1 -30.8746 19.4705 27.919
1 -30.7851 22.997 24.8366
1 -30.8391 19.5739 26.027
1 -32.2338 19.6231 24.6063
1 -31.8656 20.2362 23.8511
1 -31.752 19.2474 23.6764
1 -32.8461 20.3687 25.0321
1 -31.4145 18.9589 24.6067
1 -30.6604 18.9012 25.2767
1 -31.8809 20.5718 24.8069
1 -31.0973 22.3429 25.5401
1 -31.5952 19.7789 25.375
1 -31.1056 19.9039 24.4296
1 -30.2912 20.2558 27.645
1 -33.2863 21.1856 26.9443
1 -29.6453 21.5836 25.0222
1 -30.2054 22.0706 28.1145
1 -30.95 24.4075 27.2955
1 -29.8527 21.6391 29.0368
1 -30.1539 22.9428 25.6241
1 -30.5209 23.9004 25.2482
1 -32.0771 24.0348 25.4156
1 -29.5581 24.1298 25.0316
1 -30.5148 21.5167 25.5318
1 -29.5933 21.1905 26.1596
1 -31.0018 21.0664 24.7707
1 -30.9649 23.4035 26.0145
1 -30.0076 22.1123 26.1793
1 -30.8554 20.318 28.482
1 -29.4099 20.4121 28.1192
1 -29.6169 23.0349 24.7745
1 -30.7078 20.2525 25.2898
1 -32.5819 22.9335 24.7677
1 -28.814 21.9881 26.2783
1 -33.5946 25.8187 30.151
1 -35.2539 24.2449 29.0196
1 -33.0953 24.5552 28.5475
1 -34.3276 23.8442 29.0703
1 -34.7283 25.3688 28.3284
1 -33.4448 24.6542 29.9388
1 -34.653 25.734 30.0843
1 -33.3801 25.1576 27.7392
1 -34.4122 24.8276 29.6613
1 -33.8351 27.3744 28.6346
1 -34.1144 24.5657 28.3456
1 -34.6534 24.2922 30.8156
1 -35.2946 25.2543 29.3177
1 -34.6647 27.4472 29.6233
1 -34.6763 26.0429 29.1147
1 -34.4257 25.9418 27.5317
1 -33.2649 26.0324 29.212
1 -32.7088 27.4627 29.7743
1 -33.9111 26.1602 28.4435
1 -31.3105 21.3606 27.6354
1 -30.0052 20.2587 26.2427
1 -28.8562 18.8703 25.3643
1 -29.9943 19.4107 26.79
1 -31.8039 21.9723 26.9252
1 -32.4458 21.0445 24.1137
1 -29.6164 20.7183 27.0527
1 -32.6652 19.8905 27.6308
1 -31.8346 19.6482 28.2338
1 -33.1113 20.7711 27.8512
1 -30.951 19.8594 26.9896
1 -30.4319 21.0894 21.8335
1 -32.0924 21.6393 23.3779
1 -31.3631 20.7355 21.9966
1 -30.2913 19.6212 22.8571
1 -32.3438 20.6863 23.0832
1 -30.673 19.3047 23.7401
1 -30.6188 20.1752 21.4425
1 -29.0178 21.2007 21.7399
1 -29.7487 20.89 21.1164
1 -33.2682 24.1783 20.1812
1 -33.0519 24.4537 21.788
1 -33.872 25.9924 21.9093
1 -33.0377 25.4604 21.7112
1 -33.2077 27.2449 21.3436
1 -34.0548 27.4309 21.9035
1 -33.0665 26.5396 22.1737
1 -32.1627 25.5843 22.2024
1 -33.9191 24.9047 22.1051
1 -33.5295 23.8939 22.6063
1 -32.8216 23.5185 20.8056
1 -32.6056 23.4689 22.6863
1 -32.269 22.1022 21.3015
1 -30.8672 22.8832 22.443
1 -32.5152 22.5163 23.045
1 -31.0563 22.8505 23.4366
1 -31.6099 22.2434 22.684
1 -31.9518 23.3368 23.4489
1 -31.4572 24.3716 23.5763
1 -32.0309 22.9652 21.9527
1 -31.3653 24.9455 22.751
1 -31.3236 23.7413 22.723
1 -30.5072 22.8297 20.5917
1 -31.7731 24.4067 20.6681
1 -33.3306 23.2709 19.7065
1 -33.9391 21.487 20.0173
1 -33.8207 22.1008 19.1996
1 -34.0228 20.9238 20.8535
1 -33.9539 22.5411 20.1054
1 -32.762 24.8261 20.7722
1 -31.2848 24.3768 21.9201
1 -32.12 24.8083 21.5519
1 -31.6387 23.0341 19.9743
1 -28.9965 21.5351 20.7859
1 -31.3752 22.5117 21.0664
1 -31.8203 23.4224 20.8889
1 -31.84 21.5126 20.6021
1 -31.7516 25.7096 21.2863
1 -31.6708 25.8386 19.3211
1 -33.4381 26.528 18.7262
1 -31.8821 25.8525 18.3312
1 -30.7935 26.0177 18.4201
1 -33.1822 22.7247 18.7293
1 -30.4137 23.4009 17.4867
1 -32.6993 21.8337 19.005
1 -33.1552 21.6692 21.0192
1 -34.3409 21.7464 21.3461
1 -34.2885 23.6594 20.4073
1 -33.8121 22.0807 22.1418
1 -32.2393 21.1022 21.4438
1 -32.8456 22.3697 22.0928
1 -33.0205 21.3318 22.1711
1 -33.2862 22.6677 21.089
1 -34.1262 21.4648 22.8812
1 -34.0248 23.0305 22.4169
1 -33.0976 22.0348 19.9101
1 -34.4301 23.5338 21.6398
1 -34.8125 22.0366 22.2842
1 -34.3312 22.7175 21.034
1 -32.6996 20.7702 20.5977
1 -31.767 23.3264 18.9842
1 -32.9096 22.0499 18.0281
1 -31.7204 23.367 17.4347
1 -31.7757 22.0743 19.689
1 -32.3788 21.268 19.7793
1 -32.4769 22.7774 19.4494
1 -31.1298 23.1416 18.2212
1 -31.0589 22.3557 19.0154
1 -32.627 23.5277 18.1104
1 -32.4748 22.6179 20.4492
1 -31.739 23.9928 18.2271
1 -31.9396 24.6666 17.5033
1 -32.1206 26.3478 16.507
1 -32.8238 25.6835 18.006
1 -36.6382 26.4992 16.2263
1 -35.7441 27.0864 16.5019
1 -37.2706 25.6877 16.595
1 -32.891 24.9507 17.3111
1 -33.2266 24.0094 17.4527
1 -32.0378 25.6266 17.208
1 -32.5554 22.7755 17.4159
1 -32.5432 16.038 23.0819
1 -33.124 16.5667 22.3063
1 -32.1685 15.096 23.0384
1 -33.175 14.8978 23.6876
1 -32.7534 14.4684 22.4824
1 -32.554 15.475 20.8942
1 -33.0193 15.2531 21.774
1 -34.7316 15.6581 23.1954
1 -33.9577 16.0723 22.6826
1 -34.9058 15.7788 20.9611
1 -34.7443 16.4583 22.1266
1 -34.4551 14.9302 23.8616
1 -35.3327 15.5801 22.1726
1 -34.761 14.7403 22.5995
1 -33.2024 15.337 22.7749
1 -31.9812 22.417 18.6024
1 -31.5633 22.4781 16.9837
1 -32.4411 24.1431 18.938
1 -31.09 24.0619 17.0631
1 -33.6016 23.2179 17.9548
1 -32.2157 24.0295 15.9666
1 -31.5673 24.5496 15.2317
1 -32.5873 25.3314 16.3833
1 -31.4158 25.3716 15.7985
1 -31.7661 24.7498 16.5118
1 -31.2386 25.0074 18.1557
1 -32.4987 23.6452 16.8559
1 -33.4015 23.8266 18.8546
1 -30.7332 25.455 19.2589
1 -31.6898 24.8537 19.0478
1 -30.0248 26.175 21.0357
1 -30.1992 26.3064 19.9166
1 -29.9084 24.834 18.4488
1 -30.9524 26.5736 19.3006
1 -30.3496 25.27 20.7212
1 -30.9936 24.7609 20.1327
1 -31.0883 26.4135 20.9347
1 -28.8154 22.2718 21.6109
1 -28.0572 21.7972 21.1417
1 -29.4849 23.2709 21.9845
1 -30.3921 24.0393 23.2851
1 -29.7435 21.8784 21.5576
1 -32.9054 18.0589 19.0217
1 -30.6733 18.0089 19.4562
1 -31.1174 18.8973 19.668
1 -31.7256 18.0101 19.4602
1 -29.6976 17.934 19.0666
1 -30.3648 18.5968 18.6928
1 -30.8697 17.2879 20.1351
1 -30.7668 17.3986 18.6367
1 -32.4899 18.78 19.6645
1 -30.1857 23.5067 21.2919
1 -29.5692 21.4781 22.5548
1 -30.4274 23.8142 22.2363
1 -31.2454 23.5575 24.1349
1 -30.2395 24.8954 24.6718
1 -29.9564 23.7744 24.1731
1 -30.4969 22.5524 21.5644
1 -29.0856 23.5597 22.8656
1 -30.021 23.1788 22.9102
1 -28.4638 23.6732 22.0759
1 -29.1753 22.4798 22.5303
1 -28.61 22.545 20.6604
1 -29.5513 22.7568 21.0585
1 -32.057 25.5714 20.3338
1 -32.2953 24.7085 19.859
1 -30.9017 25.2442 21.5694
1 -29.4705 22.2155 20.2106
1 -28.3455 23.77 19.2033
1 -30.3101 22.4248 19.6886
1 -28.1598 23.4417 20.5249
1 -30.9683 23.7104 20.4124
1 -31.3147 21.1736 19.6967
1 -29.3398 23.097 19.7347
1 -30.6574 24.3831 21.0998
1 -30.0787 23.7565 19.9285
1 -31.0809 25.7667 20.1585
1 -30.9637 21.9593 20.326
1 -32.1422 24.3401 22.4668
1 -33.0677 23.3757 21.7935
1 -31.5205 24.0535 19.6403
1 -30.9276 24.0911 18.819
1 -32.7871 25.6886 19.0759
1 -30.08 23.8279 18.3387
1 -32.4292 23.6878 19.8896
1 -33.6645 23.9696 21.1457
1 -31.135 21.3723 22.8703
1 -31.2879 21.7357 21.8095
1 -31.1338 23.4209 21.6295
1 -31.0027 21.102 21.0005
1 -30.4718 21.9453 22.3701
1 -32.8905 20.8988 25.909
1 -37.4875 11.8238 26.7522
1 -34.771 12.1533 27.8624
1 -36.0003 15.6326 28.0459
1 -34.9823 16.2193 27.4662
1 -35.516 14.0889 28.4557
1 -37.1601 14.5607 26.1737
1 -37.0251 14.5474 28.0515
1 -37.6652 14.7862 28.7996
1 -35.102 15.1847 27.9375
1 -16.7659 12.9704 27.3713
1 -23.5884 18.4884 22.1322
1 -24.631 18.3586 22.346
1 -23.4763 18.2498 21.1488
1 -24.1388 17.4886 22.7283
1 -26.2644 16.7925 23.5188
1 -26.1462 18.6971 23.8278
1 -25.7838 17.7021 23.9661
1 -25.0656 18.5694 23.8275
1 -25.0952 17.6451 23.1854
1 -24.1756 17.7249 21.7057
1 -22.9403 18.0253 22.754
1 -24.4932 18.8623 21.4825
1 -24.2385 19.2851 22.5204
1 -23.0198 19.8939 25.9303
1 -21.2321 19.9385 23.9357
1 -20.2191 19.4113 25.6426
1 -21.4675 20.4195 25.7042
1 -22.4083 22.1488 23.6676
1 -24.0526 21.0473 23.883
1 -23.2655 21.6802 23.9365
1 -20.2509 20.3214 25.0032
1 -20.5001 20.5679 25.9499
1 -21.8852 20.155 24.8142
1 -23.3493 20.5628 24.569
1 -24.332 21.5479 24.7135
1 -25.5276 21.7864 25.6992
1 -24.0086 21.3959 25.659
1 -26.3004 21.3925 24.2914
1 -26.2198 22.0845 25.0237
1 -25.4941 20.7695 24.3216
